text,emotion_label,polarity,source
餐厅的功能很多，非常贴心,满意,正面,教材数据弱标注
这个手机的饭菜很失望,失望,负面,教材数据弱标注
这部咖啡馆太好吃了,喜悦,正面,教材数据弱标注
这款酒店的电池续航时间太不好了,失望,负面,教材数据弱标注
这个电影态度极一般,失望,负面,教材数据弱标注
这个酒店的饭菜很失望,失望,负面,教材数据弱标注
这个软件的菜味道很不满意,失望,负面,教材数据弱标注
这款手机的电池续航时间太失望了,失望,负面,教材数据弱标注
这个电池真的太糟了,愤怒,负面,教材数据弱标注
咖啡馆的咖啡馆续航时间很好吃,喜悦,正面,教材数据弱标注
今天记录了电影的使用情况,中性,中性,中性模板补充
我查看了这个电影的基本信息,中性,中性,中性模板补充
这次电影体验没有明显情绪变化,中性,中性,中性模板补充
关于电影的描述比较客观,中性,中性,中性模板补充
用户只是提到了电影，没有表达态度,中性,中性,中性模板补充
这个电影目前保持正常状态,中性,中性,中性模板补充
我了解了一下电影的相关内容,中性,中性,中性模板补充
电影的情况需要继续观察,中性,中性,中性模板补充
今天记录了餐厅的使用情况,中性,中性,中性模板补充
我查看了这个餐厅的基本信息,中性,中性,中性模板补充
这次餐厅体验没有明显情绪变化,中性,中性,中性模板补充
关于餐厅的描述比较客观,中性,中性,中性模板补充
用户只是提到了餐厅，没有表达态度,中性,中性,中性模板补充
这个餐厅目前保持正常状态,中性,中性,中性模板补充
我了解了一下餐厅的相关内容,中性,中性,中性模板补充
餐厅的情况需要继续观察,中性,中性,中性模板补充
今天记录了酒店的使用情况,中性,中性,中性模板补充
我查看了这个酒店的基本信息,中性,中性,中性模板补充
这次酒店体验没有明显情绪变化,中性,中性,中性模板补充
关于酒店的描述比较客观,中性,中性,中性模板补充
用户只是提到了酒店，没有表达态度,中性,中性,中性模板补充
这个酒店目前保持正常状态,中性,中性,中性模板补充
我了解了一下酒店的相关内容,中性,中性,中性模板补充
酒店的情况需要继续观察,中性,中性,中性模板补充
今天记录了手机的使用情况,中性,中性,中性模板补充
我查看了这个手机的基本信息,中性,中性,中性模板补充
这次手机体验没有明显情绪变化,中性,中性,中性模板补充
关于手机的描述比较客观,中性,中性,中性模板补充
用户只是提到了手机，没有表达态度,中性,中性,中性模板补充
这个手机目前保持正常状态,中性,中性,中性模板补充
我了解了一下手机的相关内容,中性,中性,中性模板补充
手机的情况需要继续观察,中性,中性,中性模板补充
今天记录了软件的使用情况,中性,中性,中性模板补充
我查看了这个软件的基本信息,中性,中性,中性模板补充
这次软件体验没有明显情绪变化,中性,中性,中性模板补充
关于软件的描述比较客观,中性,中性,中性模板补充
用户只是提到了软件，没有表达态度,中性,中性,中性模板补充
这个软件目前保持正常状态,中性,中性,中性模板补充
我了解了一下软件的相关内容,中性,中性,中性模板补充
软件的情况需要继续观察,中性,中性,中性模板补充
今天记录了咖啡馆的使用情况,中性,中性,中性模板补充
我查看了这个咖啡馆的基本信息,中性,中性,中性模板补充
这次咖啡馆体验没有明显情绪变化,中性,中性,中性模板补充
关于咖啡馆的描述比较客观,中性,中性,中性模板补充
用户只是提到了咖啡馆，没有表达态度,中性,中性,中性模板补充
这个咖啡馆目前保持正常状态,中性,中性,中性模板补充
我了解了一下咖啡馆的相关内容,中性,中性,中性模板补充
咖啡馆的情况需要继续观察,中性,中性,中性模板补充
今天记录了书的使用情况,中性,中性,中性模板补充
我查看了这个书的基本信息,中性,中性,中性模板补充
这次书体验没有明显情绪变化,中性,中性,中性模板补充
关于书的描述比较客观,中性,中性,中性模板补充
用户只是提到了书，没有表达态度,中性,中性,中性模板补充
这个书目前保持正常状态,中性,中性,中性模板补充
我了解了一下书的相关内容,中性,中性,中性模板补充
书的情况需要继续观察,中性,中性,中性模板补充
今天记录了旅行的使用情况,中性,中性,中性模板补充
我查看了这个旅行的基本信息,中性,中性,中性模板补充
这次旅行体验没有明显情绪变化,中性,中性,中性模板补充
关于旅行的描述比较客观,中性,中性,中性模板补充
用户只是提到了旅行，没有表达态度,中性,中性,中性模板补充
这个旅行目前保持正常状态,中性,中性,中性模板补充
我了解了一下旅行的相关内容,中性,中性,中性模板补充
旅行的情况需要继续观察,中性,中性,中性模板补充
今天记录了项目的使用情况,中性,中性,中性模板补充
我查看了这个项目的基本信息,中性,中性,中性模板补充
这次项目体验没有明显情绪变化,中性,中性,中性模板补充
关于项目的描述比较客观,中性,中性,中性模板补充
用户只是提到了项目，没有表达态度,中性,中性,中性模板补充
这个项目目前保持正常状态,中性,中性,中性模板补充
我了解了一下项目的相关内容,中性,中性,中性模板补充
项目的情况需要继续观察,中性,中性,中性模板补充
今天记录了服务的使用情况,中性,中性,中性模板补充
我查看了这个服务的基本信息,中性,中性,中性模板补充
这次服务体验没有明显情绪变化,中性,中性,中性模板补充
关于服务的描述比较客观,中性,中性,中性模板补充
用户只是提到了服务，没有表达态度,中性,中性,中性模板补充
这个服务目前保持正常状态,中性,中性,中性模板补充
我了解了一下服务的相关内容,中性,中性,中性模板补充
服务的情况需要继续观察,中性,中性,中性模板补充
这个电影值得推荐给别人,赞赏,正面,情绪模板增强
这个餐厅值得推荐给别人,赞赏,正面,情绪模板增强
这个酒店值得推荐给别人,赞赏,正面,情绪模板增强
这个手机值得推荐给别人,赞赏,正面,情绪模板增强
这个软件值得推荐给别人,赞赏,正面,情绪模板增强
这个咖啡馆值得推荐给别人,赞赏,正面,情绪模板增强
这个书值得推荐给别人,赞赏,正面,情绪模板增强
这个旅行值得推荐给别人,赞赏,正面,情绪模板增强
这个项目值得推荐给别人,赞赏,正面,情绪模板增强
这个服务值得推荐给别人,赞赏,正面,情绪模板增强
我想为这个电影点赞,赞赏,正面,情绪模板增强
我想为这个餐厅点赞,赞赏,正面,情绪模板增强
我想为这个酒店点赞,赞赏,正面,情绪模板增强
我想为这个手机点赞,赞赏,正面,情绪模板增强
我想为这个软件点赞,赞赏,正面,情绪模板增强
我想为这个咖啡馆点赞,赞赏,正面,情绪模板增强
我想为这个书点赞,赞赏,正面,情绪模板增强
我想为这个旅行点赞,赞赏,正面,情绪模板增强
我想为这个项目点赞,赞赏,正面,情绪模板增强
我想为这个服务点赞,赞赏,正面,情绪模板增强
电影的表现非常优秀,赞赏,正面,情绪模板增强
餐厅的表现非常优秀,赞赏,正面,情绪模板增强
酒店的表现非常优秀,赞赏,正面,情绪模板增强
手机的表现非常优秀,赞赏,正面,情绪模板增强
软件的表现非常优秀,赞赏,正面,情绪模板增强
咖啡馆的表现非常优秀,赞赏,正面,情绪模板增强
书的表现非常优秀,赞赏,正面,情绪模板增强
旅行的表现非常优秀,赞赏,正面,情绪模板增强
项目的表现非常优秀,赞赏,正面,情绪模板增强
服务的表现非常优秀,赞赏,正面,情绪模板增强
这个电影做得很专业，值得表扬,赞赏,正面,情绪模板增强
这个餐厅做得很专业，值得表扬,赞赏,正面,情绪模板增强
这个酒店做得很专业，值得表扬,赞赏,正面,情绪模板增强
这个手机做得很专业，值得表扬,赞赏,正面,情绪模板增强
这个软件做得很专业，值得表扬,赞赏,正面,情绪模板增强
这个咖啡馆做得很专业，值得表扬,赞赏,正面,情绪模板增强
这个书做得很专业，值得表扬,赞赏,正面,情绪模板增强
这个旅行做得很专业，值得表扬,赞赏,正面,情绪模板增强
这个项目做得很专业，值得表扬,赞赏,正面,情绪模板增强
这个服务做得很专业，值得表扬,赞赏,正面,情绪模板增强
电影的体验超出预期，值得称赞,赞赏,正面,情绪模板增强
餐厅的体验超出预期，值得称赞,赞赏,正面,情绪模板增强
酒店的体验超出预期，值得称赞,赞赏,正面,情绪模板增强
手机的体验超出预期，值得称赞,赞赏,正面,情绪模板增强
软件的体验超出预期，值得称赞,赞赏,正面,情绪模板增强
咖啡馆的体验超出预期，值得称赞,赞赏,正面,情绪模板增强
书的体验超出预期，值得称赞,赞赏,正面,情绪模板增强
旅行的体验超出预期，值得称赞,赞赏,正面,情绪模板增强
项目的体验超出预期，值得称赞,赞赏,正面,情绪模板增强
服务的体验超出预期，值得称赞,赞赏,正面,情绪模板增强
这个电影值得推荐给别人，样本51,赞赏,正面,情绪模板增强
这个餐厅值得推荐给别人，样本52,赞赏,正面,情绪模板增强
这个酒店值得推荐给别人，样本53,赞赏,正面,情绪模板增强
这个手机值得推荐给别人，样本54,赞赏,正面,情绪模板增强
这个软件值得推荐给别人，样本55,赞赏,正面,情绪模板增强
这个咖啡馆值得推荐给别人，样本56,赞赏,正面,情绪模板增强
这个书值得推荐给别人，样本57,赞赏,正面,情绪模板增强
这个旅行值得推荐给别人，样本58,赞赏,正面,情绪模板增强
这个项目值得推荐给别人，样本59,赞赏,正面,情绪模板增强
这个服务值得推荐给别人，样本60,赞赏,正面,情绪模板增强
我想为这个电影点赞，样本61,赞赏,正面,情绪模板增强
我想为这个餐厅点赞，样本62,赞赏,正面,情绪模板增强
我想为这个酒店点赞，样本63,赞赏,正面,情绪模板增强
我想为这个手机点赞，样本64,赞赏,正面,情绪模板增强
我想为这个软件点赞，样本65,赞赏,正面,情绪模板增强
我想为这个咖啡馆点赞，样本66,赞赏,正面,情绪模板增强
我想为这个书点赞，样本67,赞赏,正面,情绪模板增强
我想为这个旅行点赞，样本68,赞赏,正面,情绪模板增强
我想为这个项目点赞，样本69,赞赏,正面,情绪模板增强
我想为这个服务点赞，样本70,赞赏,正面,情绪模板增强
电影的表现非常优秀，样本71,赞赏,正面,情绪模板增强
餐厅的表现非常优秀，样本72,赞赏,正面,情绪模板增强
酒店的表现非常优秀，样本73,赞赏,正面,情绪模板增强
手机的表现非常优秀，样本74,赞赏,正面,情绪模板增强
软件的表现非常优秀，样本75,赞赏,正面,情绪模板增强
咖啡馆的表现非常优秀，样本76,赞赏,正面,情绪模板增强
书的表现非常优秀，样本77,赞赏,正面,情绪模板增强
旅行的表现非常优秀，样本78,赞赏,正面,情绪模板增强
项目的表现非常优秀，样本79,赞赏,正面,情绪模板增强
服务的表现非常优秀，样本80,赞赏,正面,情绪模板增强
这个电影真的很无聊,厌恶,负面,情绪模板增强
这个餐厅真的很无聊,厌恶,负面,情绪模板增强
这个酒店真的很无聊,厌恶,负面,情绪模板增强
这个手机真的很无聊,厌恶,负面,情绪模板增强
这个软件真的很无聊,厌恶,负面,情绪模板增强
这个咖啡馆真的很无聊,厌恶,负面,情绪模板增强
这个书真的很无聊,厌恶,负面,情绪模板增强
这个旅行真的很无聊,厌恶,负面,情绪模板增强
这个项目真的很无聊,厌恶,负面,情绪模板增强
这个服务真的很无聊,厌恶,负面,情绪模板增强
我很讨厌这次电影体验,厌恶,负面,情绪模板增强
我很讨厌这次餐厅体验,厌恶,负面,情绪模板增强
我很讨厌这次酒店体验,厌恶,负面,情绪模板增强
我很讨厌这次手机体验,厌恶,负面,情绪模板增强
我很讨厌这次软件体验,厌恶,负面,情绪模板增强
我很讨厌这次咖啡馆体验,厌恶,负面,情绪模板增强
我很讨厌这次书体验,厌恶,负面,情绪模板增强
我很讨厌这次旅行体验,厌恶,负面,情绪模板增强
我很讨厌这次项目体验,厌恶,负面,情绪模板增强
我很讨厌这次服务体验,厌恶,负面,情绪模板增强
电影的内容让人反感,厌恶,负面,情绪模板增强
餐厅的内容让人反感,厌恶,负面,情绪模板增强
酒店的内容让人反感,厌恶,负面,情绪模板增强
手机的内容让人反感,厌恶,负面,情绪模板增强
软件的内容让人反感,厌恶,负面,情绪模板增强
咖啡馆的内容让人反感,厌恶,负面,情绪模板增强
书的内容让人反感,厌恶,负面,情绪模板增强
旅行的内容让人反感,厌恶,负面,情绪模板增强
项目的内容让人反感,厌恶,负面,情绪模板增强
服务的内容让人反感,厌恶,负面,情绪模板增强
这个电影给人的感觉很厌恶,厌恶,负面,情绪模板增强
这个餐厅给人的感觉很厌恶,厌恶,负面,情绪模板增强
这个酒店给人的感觉很厌恶,厌恶,负面,情绪模板增强
